"","Pop_1","Pop_2","Pop_3"
"loc3052",0,0,0.1889
"loc3053",0,0,0.1889
"loc3054",0.5,0.5476,0.1889
"loc3055",0.3214,0.5,0.4444
"loc3056",0.4643,0.1429,0.1889
"loc3057",0,0,0.1889
"loc3058",0,0,0.1889
"loc3059",0.3214,0,0
"loc3060",0.2321,0.3571,0.3333
"loc3061",0.3214,0.4762,0.5111
"loc3062",0,0.4286,0
"loc3063",0.2321,0.1429,0
"loc3064",0.3214,0.1429,0
"loc3065",0.125,0,0.3444
"loc3066",0.125,0.2619,0
"loc3067",0.125,0.1429,0.5222
"loc3068",0.2321,0.3571,0.4444
"loc3069",0.125,0.1429,0.1889
"loc3070",0,0,0.1889
"loc3071",0,0.2619,0.2667
"loc3072",0,0.4524,0
"loc3073",0.125,0,0.1889
"loc3074",0.125,0,0.1889
"loc3075",0,0.2619,0.1889
"loc3076",0.25,0,0.1
"loc3077",0.3929,0,0.1889
"loc3078",0.5179,0.5238,0.5111
"loc3079",0.125,0,0.1889
"loc3080",0.3929,0.5238,0.5111
"loc3081",0.3393,0.1429,0
"loc3082",0,0.1429,0.1
"loc3083",0,0.2619,0
"loc3084",0.125,0.2619,0.4333
"loc3085",0.125,0.2619,0.4333
"loc3086",0,0.3571,0
"loc3087",0,0.5476,0.5111
"loc3088",0,0,0.2
"loc3089",0,0,0.2
"loc3090",0.3214,0.5238,0.4444
"loc3091",0.2321,0.5238,0.4444
"loc3092",0.2321,0,0
"loc3093",0.2321,0.5238,0.4444
"loc3094",0,0.5238,0.4444
"loc3095",0,0.5238,0.4444
"loc3096",0.2321,0,0
"loc3097",0.2321,0.5476,0.5111
"loc3098",0,0.3571,0.4
"loc3099",0.4821,0,0
"loc3100",0.4821,0,0
"loc3101",0.125,0.1429,0.1
"loc3102",0.125,0.1429,0
"loc3103",0.5,0.4524,0.4111
"loc3104",0.4821,0,0.1889
"loc3105",0.125,0.2857,0.3889
"loc3106",0,0.2619,0
"loc3107",0,0,0.1889
"loc3108",0.5,0.5,0.5
"loc3109",0,0,0.1889
"loc3110",0,0,0.1889
"loc3111",0,0,0.1889
"loc3112",0,0,0.1889
"loc3113",0,0.2619,0
"loc3114",0.125,0.4286,0.1889
"loc3115",0.125,0.4286,0.1889
"loc3116",0.125,0.4286,0.1889
"loc3117",0.125,0.4286,0.1889
"loc3118",0.125,0.4286,0.1889
"loc3119",0.125,0.4286,0.1889
"loc3120",0.125,0.3571,0.1889
"loc3121",0.5,0.4286,0.1889
"loc3122",0.125,0.4286,0.1889
"loc3123",0.125,0.4286,0.1889
"loc3124",0.125,0.4286,0.1889
"loc3125",0.125,0.4286,0.1889
"loc3126",0.125,0.3571,0.1889
"loc3127",0,0.2619,0.1889
"loc3128",0,0.2619,0.1889
"loc3129",0,0,0.1889
"loc3130",0,0,0.1889
"loc3131",0,0.1429,0.1
"loc3132",0.125,0.4762,0.4667
"loc3133",0.125,0,0.1
"loc3134",0,0,0.1889
"loc3135",0.125,0.4286,0.1889
"loc3136",0.125,0.4286,0.1889
"loc3137",0.125,0.4286,0.1889
"loc3138",0.5,0.4286,0.4333
"loc3139",0,0.1429,0.1889
"loc3140",0,0.1429,0.1889
"loc3141",0,0,0.2667
"loc3142",0.4643,0.1429,0.3889
"loc3143",0.3929,0,0
"loc3144",0.5,0.5476,0.5222
"loc3145",0,0.5476,0.5111
"loc3146",0,0.4524,0.2667
"loc3147",0.2321,0,0
"loc3148",0.5357,0.5476,0.5111
"loc3149",0.5357,0.5476,0.5111
"loc3150",0.3214,0.5476,0.3444
"loc3151",0,0,0.1889
"loc3152",0.5,0.2619,0.2778
"loc3153",0.3393,0.4762,0.5111
"loc3154",0.3393,0,0.5111
"loc3155",0.125,0,0.1
"loc3156",0.2321,0,0
"loc3157",0.2321,0,0
"loc3158",0.3214,0,0.2667
"loc3159",0.125,0,0.1
"loc3160",0,0.2619,0.2667
"loc3161",0.2321,0.1429,0
"loc3162",0.125,0.2619,0.3889
"loc3163",0,0,0.2
"loc3164",0,0,0.1889
"loc3165",0,0,0.1889
"loc3166",0.3929,0.3571,0.3889
"loc3167",0.3214,0.4286,0.3889
"loc3168",0.125,0.1429,0.1889
"loc3169",0.4643,0.3571,0.5222
"loc3170",0.5357,0.3571,0.5111
"loc3171",0.5179,0.5,0.5333
"loc3172",0.3214,0.5476,0.1889
"loc3173",0.125,0,0.2
"loc3174",0.125,0.1429,0.1
"loc3175",0.3393,0.4524,0.2667
"loc3176",0,0,0.1889
"loc3177",0,0.2619,0.2
"loc3178",0.125,0,0.1
"loc3179",0.5357,0.4524,0.1
"loc3180",0.125,0.4524,0.4778
"loc3181",0.5357,0.4524,0.1
"loc3182",0.4821,0.381,0.5222
"loc3183",0.125,0.3571,0
"loc3184",0.3214,0.2619,0.5444
"loc3185",0.4643,0.5476,0.4556
"loc3186",0.3929,0.3571,0.5444
"loc3187",0.3929,0.3571,0.5444
"loc3188",0.3929,0.3571,0.5444
"loc3189",0.3929,0.3571,0.5444
"loc3190",0.2321,0.1429,0.2778
"loc3191",0.3929,0.3571,0.5444
"loc3192",0.3929,0.2619,0.5444
"loc3193",0,0.1429,0.1889
"loc3194",0.5179,0.5,0.4
"loc3195",0.3929,0.3571,0.3333
"loc3196",0.3929,0.3571,0.3333
"loc3197",0.3929,0.3571,0.3333
"loc3198",0.5179,0.5,0.5111
"loc3199",0.2321,0.1429,0
"loc3200",0.4464,0.4286,0.1
"loc3201",0.2321,0.1429,0
"loc3202",0.2321,0.3571,0.3333
"loc3203",0.3214,0.2619,0.3889
"loc3204",0.3214,0.1429,0.3333
"loc3205",0.125,0,0.1
"loc3206",0.2321,0,0.2667
"loc3207",0.2321,0,0.2667
"loc3208",0.2321,0,0
"loc3209",0.125,0.1429,0.2
"loc3210",0.3929,0.4762,0.1
"loc3211",0,0,0.2
"loc3212",0,0,0.2
"loc3213",0.2321,0.2619,0.1889
"loc3214",0.125,0.2619,0.1889
"loc3215",0.5,0.4286,0.5
"loc3216",0.125,0,0.1
"loc3217",0.3929,0,0.2667
"loc3218",0,0,0.4333
"loc3219",0.125,0.1429,0.1
"loc3220",0.5,0.5,0.5
"loc3221",0.125,0.5238,0.4
"loc3222",0.4821,0.3571,0.5
"loc3223",0.125,0.5238,0.4
"loc3224",0.125,0.5238,0.3333
"loc3225",0.125,0.5,0.2667
"loc3226",0.125,0.4762,0.1889
"loc3227",0,0.4286,0.1889
"loc3228",0,0.3571,0.1889
"loc3229",0.125,0,0.1889
"loc3230",0.2321,0.4762,0.5222
"loc3231",0.125,0.5,0.4778
"loc3232",0.125,0.5238,0.4333
"loc3233",0.125,0.5238,0.4333
"loc3234",0.2321,0.5,0.4333
"loc3235",0.125,0.5238,0.3889
"loc3236",0.4464,0.5238,0.4667
"loc3237",0.2321,0,0
"loc3238",0,0,0.1889
"loc3239",0,0,0.1889
"loc3240",0.3214,0,0.2667
"loc3241",0.3214,0,0.1
"loc3242",0,0.1429,0.1
"loc3243",0,0.1429,0.2667
"loc3244",0.5357,0.4524,0.3889
"loc3245",0.5,0.5476,0.4778
"loc3246",0,0.1429,0.4556
"loc3247",0.5,0.1429,0.3444
"loc3248",0.5179,0.1429,0.4556
"loc3249",0,0,0.1889
"loc3250",0,0.1429,0.1
"loc3251",0.125,0.1429,0.1889
"loc3252",0.5179,0.5,0.5333
"loc3253",0.125,0,0.1889
"loc3254",0.125,0,0.1889
"loc3255",0.5179,0.381,0.5222
"loc3256",0.5,0.381,0.5
"loc3257",0.3214,0.5,0.4
"loc3258",0,0.4286,0.1889
"loc3259",0.3393,0.5238,0.4111
"loc3260",0.3393,0.5238,0.4111
"loc3261",0,0.3571,0.1
"loc3262",0,0.3571,0.1
"loc3263",0,0.1429,0.1
"loc3264",0,0.1429,0.1
"loc3265",0,0.3571,0.1889
"loc3266",0.2321,0,0.1889
"loc3267",0.2321,0.4762,0.1889
"loc3268",0.3214,0.4762,0.4
"loc3269",0.2321,0.3571,0.2
"loc3270",0.125,0.2619,0.1
"loc3271",0.4464,0.1429,0.3333
"loc3272",0.125,0,0.1
"loc3273",0,0.1429,0.1
"loc3274",0.125,0.2857,0.2778
"loc3275",0,0.1429,0.1
"loc3276",0,0.4762,0.5
"loc3277",0,0.1429,0.1
"loc3278",0,0,0.3444
"loc3279",0.5179,0.1429,0
"loc3280",0.5179,0.3571,0.1
"loc3281",0.5179,0.3571,0.1
"loc3282",0.5179,0.3571,0.1
"loc3283",0.5179,0.3571,0.1
"loc3284",0.5179,0.4524,0.1
"loc3285",0.5179,0.5476,0.2667
"loc3286",0.3929,0.381,0.1
"loc3287",0.3214,0.3571,0.5222
"loc3288",0.5,0.5238,0.5
"loc3289",0.5,0.5238,0.5
"loc3290",0,0.5476,0
"loc3291",0,0.4524,0.5222
"loc3292",0,0.5714,0.5111
"loc3293",0.125,0,0.2667
"loc3294",0.5357,0.5238,0.5111
"loc3295",0.4821,0.5476,0.5444
"loc3296",0,0.1429,0.2778
"loc3297",0,0.3571,0.1889
"loc3298",0,0.3571,0.1889
"loc3299",0,0.2619,0.1
"loc3300",0,0.3571,0.1889
"loc3301",0,0.3571,0.1889
"loc3302",0,0.3571,0.1889
"loc3303",0,0.3571,0.1889
"loc3304",0,0.3571,0.1889
"loc3305",0,0.2619,0.1
"loc3306",0,0.1429,0.1
"loc3307",0,0.1429,0.1
"loc3308",0.125,0.2857,0.1889
"loc3309",0.125,0.5,0.1889
"loc3310",0.125,0,0.2778
"loc3311",0.125,0.5,0.1889
"loc3312",0.125,0.5,0.1889
"loc3313",0,0.2619,0.4889
"loc3314",0.4464,0,0.4
"loc3315",0.125,0,0.1
"loc3316",0.5357,0.5,0.5
"loc3317",0.5,0.3571,0.4889
"loc3318",0.5,0.4286,0.4889
"loc3319",0.125,0.2619,0.1889
"loc3320",0.2321,0.5,0.1889
"loc3321",0.2321,0.1429,0
"loc3322",0.5,0.4762,0.4889
"loc3323",0.5,0.4762,0.4889
"loc3324",0.5179,0.4762,0.4889
"loc3325",0.125,0.1429,0
"loc3326",0.3214,0.2619,0.2778
"loc3327",0,0.4762,0.5
"loc3328",0,0.4762,0.4778
"loc3329",0.3214,0.4762,0.5
"loc3330",0.3214,0.4762,0.5
"loc3331",0.2321,0,0
"loc3332",0,0.5,0.4778
"loc3333",0.4107,0,0
"loc3334",0.3214,0,0.1889
"loc3335",0.3393,0.4762,0.4778
"loc3336",0,0.5476,0.5
"loc3337",0,0.381,0.5
"loc3338",0.125,0,0.1
"loc3339",0.4107,0.4524,0.4333
"loc3340",0.125,0.2619,0.1889
"loc3341",0,0.2619,0.1
"loc3342",0.25,0,0
"loc3343",0.4107,0.5476,0.5222
"loc3344",0,0.1429,0.1889
"loc3345",0.2321,0,0
"loc3346",0,0.2619,0.3333
"loc3347",0.125,0.1429,0
"loc3348",0.4107,0.2619,0.4444
"loc3349",0.4464,0,0.3444
"loc3350",0.3214,0.1429,0.3444
"loc3351",0.125,0,0.2778
"loc3352",0.4821,0.3571,0.5222
"loc3353",0.125,0,0.1889
"loc3354",0.2321,0.1429,0
"loc3355",0.3214,0.4524,0.1889
"loc3356",0.5,0.5714,0.5222
"loc3357",0.25,0.1429,0
"loc3358",0.5,0.2619,0.4778
"loc3359",0,0.2619,0
"loc3360",0.125,0,0.1
"loc3361",0,0.1429,0.1889
"loc3362",0,0.1429,0.1889
"loc3363",0,0.1429,0.1889
"loc3364",0.5,0.5,0.5444
"loc3365",0.3214,0,0.3444
"loc3366",0,0,0.2778
"loc3367",0.5179,0.4286,0.5222
"loc3368",0,0.2619,0.1
"loc3369",0,0,0.1889
"loc3370",0.4107,0.4524,0.4444
"loc3371",0,0.2619,0.4556
"loc3372",0.3214,0.1429,0.3444
"loc3373",0,0.1429,0.1889
"loc3374",0.3214,0.1429,0.2667
"loc3375",0.4821,0.2619,0.2667
"loc3376",0.3214,0.2619,0.3333
"loc3377",0.5,0,0.4333
"loc3378",0,0.2619,0.1889
"loc3379",0,0,0.1889
"loc3380",0.5,0.5,0.5
"loc3381",0.3929,0.1429,0.3333
"loc3382",0.3214,0.1429,0.2667
"loc3383",0.3214,0.1429,0.2667
"loc3384",0.2321,0,0
"loc3385",0.5,0.5,0.5
"loc3386",0.125,0.4762,0
"loc3387",0,0.1429,0.1
"loc3388",0.3393,0.1429,0.2667
"loc3389",0.2321,0.1429,0.1
"loc3390",0.5179,0.5238,0.4
"loc3391",0.3929,0.5238,0.5222
"loc3392",0.3929,0.5,0.4778
"loc3393",0.3929,0.5,0.4778
"loc3394",0,0,0.3333
"loc3395",0,0.381,0.1
"loc3396",0,0,0.2
"loc3397",0.3214,0,0.3333
"loc3398",0.2321,0,0.1889
"loc3399",0.5,0.3571,0.3889
"loc3400",0.5,0.4286,0.4667
"loc3401",0.5,0.5,0.5111
"loc3402",0.2321,0.2619,0.1889
"loc3403",0.4643,0.2857,0.1889
"loc3404",0.4821,0.5238,0.5111
"loc3405",0.4821,0.4762,0.4444
"loc3406",0,0,0.4444
"loc3407",0,0.381,0.1
"loc3408",0,0.1429,0.4444
"loc3409",0,0.1429,0.1
"loc3410",0,0.2619,0
"loc3411",0,0.2619,0
"loc3412",0,0.2619,0
"loc3413",0.125,0,0.1
"loc3414",0,0.381,0.1
"loc3415",0.2321,0,0
"loc3416",0.2321,0.1429,0.1
"loc3417",0,0.381,0.1
"loc3418",0.4107,0,0.2778
"loc3419",0,0.4762,0.2667
"loc3420",0,0.4762,0.2667
"loc3421",0,0.4762,0.2667
"loc3422",0.125,0.1429,0.1
"loc3423",0.5,0.4286,0.4889
"loc3424",0.5,0.4286,0.4889
"loc3425",0.5,0.2619,0.5
"loc3426",0.5,0.2619,0.5
"loc3427",0.5,0.1429,0.5
"loc3428",0.5,0.2619,0.4667
"loc3429",0.5,0.1429,0.5
"loc3430",0.5,0.1429,0.5
"loc3431",0.5,0.1429,0.5
"loc3432",0.2321,0.1429,0.1
"loc3433",0.3929,0.5,0.5222
"loc3434",0.2321,0,0.2667
"loc3435",0.125,0.5,0
"loc3436",0.5,0.5,0.4889
"loc3437",0.125,0.5,0
"loc3438",0.125,0.2619,0
"loc3439",0.5,0.5,0.4333
"loc3440",0.4821,0.4762,0.4333
"loc3441",0.4821,0.4762,0.4333
"loc3442",0,0.3571,0
"loc3443",0,0.3571,0
"loc3444",0.4821,0.4762,0.4333
"loc3445",0.125,0.3571,0
"loc3446",0,0.3571,0
"loc3447",0.5,0.5,0.4333
"loc3448",0.4821,0.4762,0.4333
"loc3449",0,0.3571,0
"loc3450",0,0.3571,0
"loc3451",0.4821,0.4762,0.4333
"loc3452",0.4821,0.5,0.4333
"loc3453",0,0.4762,0.1
"loc3454",0,0.4286,0
"loc3455",0.2321,0.5,0.1889
"loc3456",0.125,0.4286,0
"loc3457",0.3929,0.5,0.1889
"loc3458",0.125,0.4286,0
"loc3459",0.4464,0.5,0.2667
"loc3460",0.2321,0.2619,0
"loc3461",0.3214,0,0
"loc3462",0.3929,0,0
"loc3463",0.125,0.2619,0.1889
"loc3464",0.4643,0,0.1
"loc3465",0.2321,0,0
"loc3466",0.2321,0,0.1889
"loc3467",0.125,0.1429,0
"loc3468",0.2321,0.1429,0.1
"loc3469",0.5,0.4762,0.5
"loc3470",0.5,0.5238,0.5111
"loc3471",0.5,0.4762,0.5
"loc3472",0.4464,0.5,0.3333
"loc3473",0.5,0.4762,0.5
"loc3474",0.125,0.4286,0
"loc3475",0.4821,0.4286,0.3333
"loc3476",0.4464,0,0.2667
"loc3477",0,0.1429,0.1889
"loc3478",0.2321,0,0
"loc3479",0,0.3571,0.3333
"loc3480",0.2321,0.2619,0.2667
"loc3481",0.2321,0.2619,0.3889
"loc3482",0,0.1429,0.2667
"loc3483",0.125,0.2619,0.3333
"loc3484",0.4464,0.1429,0.1889
"loc3485",0.125,0.3571,0.2667
"loc3486",0.4464,0.4286,0.4333
"loc3487",0.125,0,0.1
"loc3488",0.4464,0.4286,0.4667
"loc3489",0.2321,0.2619,0.3333
"loc3490",0.125,0.1429,0.2667
"loc3491",0.125,0.4524,0.4778
"loc3492",0,0,0.1889
"loc3493",0,0.1429,0.1
"loc3494",0.125,0,0.1889
"loc3495",0.125,0,0.1889
"loc3496",0.4821,0.2619,0.4667
"loc3497",0.5,0.3571,0.5
"loc3498",0.2321,0,0.1
"loc3499",0,0,0.1889
"loc3500",0.2321,0,0.1
"loc3501",0.2321,0,0.1889
"loc3502",0.5,0.2619,0.5
"loc3503",0.2321,0,0.1
"loc3504",0,0,0.2667
"loc3505",0.125,0.2619,0.1
"loc3506",0.3214,0.2619,0.1889
"loc3507",0.3214,0.4286,0.2667
"loc3508",0.5,0.4762,0.5
"loc3509",0.4821,0.3571,0.5
"loc3510",0.2321,0.1429,0.1
"loc3511",0.125,0.1429,0.1889
"loc3512",0.3214,0.2619,0.1
"loc3513",0.5,0.4286,0.5
"loc3514",0.5,0.2619,0.5
"loc3515",0.5,0.2619,0.5
"loc3516",0.5,0.1429,0.5
"loc3517",0.5,0.5,0.5
"loc3518",0,0.4524,0.2667
"loc3519",0.3214,0,0
"loc3520",0.5,0.5,0.4333
"loc3521",0.125,0,0.1
"loc3522",0.2321,0,0
"loc3523",0,0.2619,0
"loc3524",0.3214,0.4762,0.3889
"loc3525",0.3214,0.2619,0.1889
"loc3526",0.125,0.1429,0.1
"loc3527",0.4821,0.4762,0.4889
"loc3528",0.2321,0,0
"loc3529",0.5,0.4286,0.4889
"loc3530",0.125,0.2619,0.1
"loc3531",0.2321,0.1429,0.1
"loc3532",0,0.1429,0.2667
"loc3533",0.5,0.3571,0.2667
"loc3534",0.4821,0.4762,0.4667
"loc3535",0.3214,0,0.2667
"loc3536",0.125,0.1429,0.1
"loc3537",0.5,0.3571,0.4889
"loc3538",0.3929,0,0.1889
"loc3539",0,0.1429,0.2667
"loc3540",0.3214,0,0.4667
"loc3541",0.2321,0.3571,0.1889
"loc3542",0.4464,0.1429,0.3333
"loc3543",0.125,0.1429,0.2667
"loc3544",0.4464,0.4286,0.3889
"loc3545",0.3214,0.2619,0.1889
"loc3546",0.3214,0,0.4333
"loc3547",0,0.1429,0.2667
"loc3548",0.5,0.5,0.5
"loc3549",0.4821,0.4762,0.1889
"loc3550",0.3929,0.3571,0.4333
"loc3551",0.3214,0.3571,0.2667
"loc3552",0.3929,0,0.2667
"loc3553",0.2321,0.1429,0.1
"loc3554",0.2321,0,0.1
"loc3555",0.5,0.5,0.4667
"loc3556",0.3214,0.3571,0.4333
"loc3557",0.125,0,0.1
"loc3558",0.5,0.5,0.5
"loc3559",0,0.2619,0.1
"loc3560",0.2321,0.2619,0.1
"loc3561",0.3929,0.4286,0.3889
"loc3562",0.3929,0.3571,0.4333
"loc3563",0.2321,0.3571,0.2667
"loc3564",0.3214,0,0.1
"loc3565",0,0.2619,0.1
"loc3566",0.5,0.3571,0.4667
"loc3567",0.5,0.4762,0.5
"loc3568",0.5,0.5,0.4333
"loc3569",0.3214,0,0.1
"loc3570",0,0.3571,0.1
"loc3571",0.2321,0.1429,0.2667
"loc3572",0.5,0.4286,0.3889
"loc3573",0.2321,0.3571,0.4333
"loc3574",0.125,0.1429,0.3889
"loc3575",0.2321,0,0.1889
"loc3576",0.4821,0.5,0.4333
"loc3577",0.4464,0.4762,0.4667
"loc3578",0.3214,0,0.3333
"loc3579",0.2321,0,0
"loc3580",0.4821,0.1429,0.1889
"loc3581",0,0.2619,0.1
"loc3582",0.3214,0,0.2667
"loc3583",0.4821,0.3571,0.5111
"loc3584",0.3214,0,0.2667
"loc3585",0.3214,0,0.4444
"loc3586",0.3214,0,0.2667
"loc3587",0.4464,0.4286,0.4333
"loc3588",0,0,0.1889
"loc3589",0.2321,0.3571,0.2667
"loc3590",0.3214,0.1429,0.3333
"loc3591",0.3929,0,0
"loc3592",0.3214,0,0
"loc3593",0.3214,0.1429,0.1
"loc3594",0.3214,0,0
"loc3595",0.4464,0.2619,0.1889
"loc3596",0,0.3571,0
"loc3597",0.3214,0.1429,0.1889
"loc3598",0.3214,0.2619,0.2667
"loc3599",0,0.2619,0
"loc3600",0.3929,0.3571,0
"loc3601",0.2321,0.1429,0.1
"loc3602",0.4821,0.3571,0.3889
"loc3603",0,0.2619,0.1889
"loc3604",0.3214,0.1429,0
"loc3605",0.5,0.5,0.5
"loc3606",0.5,0.5,0.5
"loc3607",0.5,0.5,0.5
"loc3608",0.5,0.5,0.5
"loc3609",0.3929,0.1429,0.1889
"loc3610",0.2321,0.1429,0.1889
"loc3611",0.5,0.4762,0.4889
"loc3612",0.125,0.2619,0.1889
"loc3613",0.5,0.5,0.4667
"loc3614",0,0,0.1889
"loc3615",0.125,0.381,0.1889
"loc3616",0,0,0.1889
"loc3617",0.125,0.5,0
"loc3618",0.125,0.5,0
"loc3619",0,0,0.1889
"loc3620",0.5,0.4286,0.4667
"loc3621",0.4464,0,0.1889
"loc3622",0.2321,0.2619,0
"loc3623",0.4464,0,0.2667
"loc3624",0.125,0.2619,0.1889
"loc3625",0,0.5,0
"loc3626",0.125,0,0.1
"loc3627",0,0.2619,0.1
"loc3628",0,0.1429,0.1
"loc3629",0.125,0,0.1889
"loc3630",0.125,0.1429,0.1889
"loc3631",0.125,0.2619,0.3333
"loc3632",0.125,0.2619,0.3333
"loc3633",0.2321,0,0.1889
"loc3634",0.3214,0,0
"loc3635",0,0.3571,0.1
"loc3636",0,0.2619,0.3333
"loc3637",0,0.3571,0
"loc3638",0,0.2619,0.1
"loc3639",0,0.2619,0.1
"loc3640",0,0.3571,0
"loc3641",0.125,0.3571,0.1
"loc3642",0.3214,0.2619,0.1889
"loc3643",0.3214,0.2619,0.1889
"loc3644",0.5,0.3571,0.3889
"loc3645",0.4821,0.2619,0.3889
"loc3646",0.3214,0.2619,0.2667
"loc3647",0,0.1429,0.1
"loc3648",0.4464,0.3571,0.4667
"loc3649",0.4464,0,0.1
"loc3650",0,0.3571,0
"loc3651",0.125,0.2619,0
"loc3652",0.125,0.1429,0.1889
"loc3653",0.125,0.1429,0.1889
"loc3654",0,0.1429,0.1889
"loc3655",0.5,0.5,0.4667
"loc3656",0.125,0.2619,0.2667
"loc3657",0.125,0,0.1889
"loc3658",0.3214,0.1429,0.1
"loc3659",0.5,0.5,0.4889
"loc3660",0.125,0,0.1889
"loc3661",0.125,0.2619,0.2667
"loc3662",0.2321,0.2619,0.3333
"loc3663",0.3214,0.1429,0
"loc3664",0.5,0.5,0.5222
"loc3665",0.5,0.5,0.5222
"loc3666",0.3929,0.3571,0.4333
"loc3667",0.4821,0.3571,0.4333
"loc3668",0.3214,0.2619,0.4333
"loc3669",0.5,0.5,0.4667
"loc3670",0.125,0,0.1889
"loc3671",0.4821,0.4762,0.4333
"loc3672",0.5,0.5,0.4889
"loc3673",0.3929,0.3571,0.3889
"loc3674",0.3214,0.3571,0.2667
"loc3675",0.2321,0,0
"loc3676",0.2321,0.2619,0
"loc3677",0.2321,0.1429,0
"loc3678",0.125,0.1429,0
"loc3679",0.125,0.1429,0
"loc3680",0.4821,0.5,0.4667
"loc3681",0.5,0.5,0.5
"loc3682",0.4464,0.2619,0.2667
"loc3683",0.4464,0.2619,0.2667
"loc3684",0.125,0.4524,0
"loc3685",0,0.1429,0.1
"loc3686",0.5,0.4762,0.4889
"loc3687",0.3929,0.2619,0.1889
"loc3688",0.3929,0.2619,0.2667
"loc3689",0.2321,0.4286,0.3889
"loc3690",0.125,0.1429,0.1
"loc3691",0.5,0.4762,0.3333
"loc3692",0.5,0.1429,0.2667
"loc3693",0.125,0.1429,0
"loc3694",0.5,0.5,0.4333
"loc3695",0.4464,0,0.1
"loc3696",0.2321,0.1429,0.1
"loc3697",0.2321,0.1429,0.1
"loc3698",0.2321,0.1429,0.1
"loc3699",0.4821,0.1429,0.4333
"loc3700",0.2321,0.1429,0.1
"loc3701",0.4821,0.1429,0.4333
"loc3702",0.5,0.5,0.5
"loc3703",0.4821,0.3571,0.2667
"loc3704",0.125,0.1429,0
"loc3705",0.3929,0.2619,0.4778
"loc3706",0.2321,0.4524,0
"loc3707",0.2321,0.4524,0
"loc3708",0.3929,0.4286,0.1889
"loc3709",0.3929,0,0
"loc3710",0.4821,0.2619,0.4778
"loc3711",0.5,0.5,0.5
"loc3712",0.5,0.3571,0.4444
"loc3713",0.5,0.4762,0.3333
"loc3714",0.125,0,0.3889
"loc3715",0.3214,0.2619,0.1889
"loc3716",0.3214,0.4286,0.4333
"loc3717",0.2321,0.1429,0
"loc3718",0.3214,0.2619,0.3333
"loc3719",0.4821,0.4286,0.4
"loc3720",0.3929,0,0.1889
"loc3721",0.125,0.2619,0.1889
"loc3722",0.3214,0.2619,0.2667
"loc3723",0.3929,0,0.1
"loc3724",0.2321,0.381,0
"loc3725",0.125,0.2619,0.1889
"loc3726",0.3929,0,0.1889
"loc3727",0.3214,0.2619,0.2667
"loc3728",0.125,0.2619,0.1889
"loc3729",0.2321,0.4524,0
"loc3730",0.3214,0.2619,0.2667
"loc3731",0.4821,0.4286,0.4
"loc3732",0,0.2619,0.2
"loc3733",0.5,0,0.4
"loc3734",0.5357,0.2619,0.5333
"loc3735",0.125,0,0.1
"loc3736",0.3214,0.1429,0.2667
"loc3737",0.3214,0.1429,0.2667
"loc3738",0.3214,0.1429,0.2667
"loc3739",0.3214,0.1429,0.2667
"loc3740",0.2321,0,0.2
"loc3741",0.2321,0,0.2
"loc3742",0.2321,0,0.2
"loc3743",0.5,0.5,0.5
"loc3744",0.125,0,0.1
"loc3745",0.5,0.5,0.4333
"loc3746",0.5,0.4762,0.3333
"loc3747",0.3929,0,0.1889
"loc3748",0,0,0.3333
"loc3749",0,0,0.3333
"loc3750",0.125,0.1429,0.3889
"loc3751",0,0,0.3333
"loc3752",0.2321,0.1429,0.1889
"loc3753",0.3214,0,0.3889
"loc3754",0.125,0.1429,0.1889
"loc3755",0.3214,0.1429,0.1889
"loc3756",0.125,0.1429,0.2667
"loc3757",0.3214,0,0.2667
"loc3758",0.125,0.4286,0.3333
"loc3759",0.3214,0,0.2667
"loc3760",0.125,0.1429,0.3889
"loc3761",0.3929,0.3571,0.3333
"loc3762",0.3214,0.1429,0.4
"loc3763",0.125,0.1429,0
"loc3764",0.125,0.1429,0.1
"loc3765",0.2321,0.4286,0.1889
"loc3766",0.125,0,0.1
"loc3767",0.2321,0,0.1
"loc3768",0.3214,0.1429,0.4
"loc3769",0.2321,0.4524,0.2667
"loc3770",0.5,0.5238,0.5111
"loc3771",0.125,0,0.1
"loc3772",0.5,0.5238,0.5111
"loc3773",0.5,0.4762,0.4667
"loc3774",0.5,0.5238,0.5111
"loc3775",0.2321,0,0.1
"loc3776",0.2321,0,0.1
"loc3777",0,0.2619,0
"loc3778",0.2321,0.1429,0.1889
"loc3779",0.125,0.2619,0.1889
"loc3780",0.3929,0.4762,0.4667
"loc3781",0.4464,0.3571,0.5
"loc3782",0.5,0.5238,0.4889
"loc3783",0.125,0.1429,0
"loc3784",0.125,0.1429,0
"loc3785",0.2321,0.1429,0.3889
"loc3786",0.2321,0.4524,0.4444
"loc3787",0,0.1429,0.2667
"loc3788",0,0.2619,0
"loc3789",0.4821,0.2619,0.3333
"loc3790",0.125,0,0.1
"loc3791",0.125,0.1429,0
"loc3792",0.2321,0.381,0.1
"loc3793",0.125,0.2857,0
"loc3794",0,0.381,0
"loc3795",0.3214,0,0
"loc3796",0,0.2619,0
"loc3797",0.3214,0,0
"loc3798",0.5179,0,0
"loc3799",0.5179,0.5476,0.1889
"loc3800",0.125,0.1429,0
"loc3801",0,0.1429,0.1889
"loc3802",0.125,0,0.1
"loc3803",0,0,0.1889
"loc3804",0,0,0.2
"loc3805",0,0,0.2778
"loc3806",0,0.2857,0
"loc3807",0.4464,0.1429,0.3889
"loc3808",0,0.1429,0.1
